time_to_zero,rf_area,condition,stimulus
0.363545981772991,4299.3430882704,1M,photopic
0.1571,14019.6392802714,1M,photopic
0.2161,13760.8156717661,1M,photopic
0.2558,18578.7346917281,1M,photopic
0.1236,5756.56506162962,1M,photopic
0.305882352941176,5862.89305562548,1M,photopic
0.1886,7498.83131617578,1M,photopic
0.1823,7414.46341504938,1M,photopic
0.1505,7284.7189972846,1M,photopic
0.1902,15823.8458770273,1M,photopic
0.2157,12066.5155920452,1M,photopic
0.2277,11268.1371098129,1M,photopic
0.1558,2105.67374791233,1M,photopic
0.2747,10046.498776372,1M,photopic
0.1889,10766.1923602514,1M,photopic
0.167,13662.749750266,1M,photopic
0.351615575807788,10196.0480805856,1M,photopic
0.1611,25292.4901983403,1M,photopic
0.2608,10771.2013614063,1M,photopic
0.1677,7739.03058038001,1M,photopic
0.308533554266777,4907.53046779639,1M,photopic
0.1935,19078.3480714395,1M,photopic
0.2389,7856.12492148813,1M,photopic
0.2263,7911.33313467296,1M,photopic
0.1445,19287.881923356,1M,photopic
0.1405,18418.6401935274,1M,photopic
0.2827,13146.4381351541,1M,photopic
0.2287,16779.6060724245,1M,photopic
0.1862,6790.92832101951,1M,photopic
0.2025,14020.8452412882,1M,photopic
0.176,7364.68282683813,1M,photopic
0.1766,6487.59694437322,1M,photopic
0.1766,7813.28205205045,1M,photopic
0.1869,7887.95858467001,1M,photopic
0.2091,6337.61748385574,1M,photopic
0.2224,8248.81385499941,1M,photopic
0.2416,10651.0572544775,1M,photopic
0.1402,19607.2270924637,1M,photopic
0.2138,9301.40430393841,1M,photopic
0.2227,7926.52849579858,1M,photopic
0.2396,11057.6377180353,1M,photopic
0.228,6833.65708326384,1M,photopic
0.1939,60754.9129718499,1M,photopic
0.2343,6383.48532590612,1M,photopic
0.2058,9128.24490216563,1M,photopic
0.2138,8335.36501542914,1M,photopic
0.2568,22525.2984025099,1M,photopic
0.1524,19266.653313495,1M,photopic
0.1471,23392.3316680036,1M,photopic
0.2181,6990.28600069457,1M,photopic
0.2141,6234.86778788393,1M,photopic
0.2111,5088.68773744896,1M,photopic
0.1746,8491.57432867721,1M,photopic
0.1879,3835.3021756406,1M,photopic
0.1809,7650.30854947488,1M,photopic
0.1385,20120.660806977,1M,photopic
0.1713,11624.9489396451,1M,photopic
0.2131,11131.6657208711,1M,photopic
0.1428,22004.0278350769,1M,photopic
0.163,16612.0605171165,1M,photopic
0.2303,26113.0475483744,1M,photopic
0.1746,8703.30116189641,1M,photopic
0.2081,11848.3445928605,1M,photopic
0.18,11138.5557003543,1M,photopic
0.2058,11595.1132949605,1M,photopic
0.1839,13286.5615154404,1M,photopic
0.2452,10826.1987624654,1M,photopic
0.1846,13742.7503419696,1M,photopic
0.1438,1980.7620534741,1M,photopic
0.2141,14408.9236069679,1M,photopic
0.1717,13625.0330339546,1M,photopic
0.2088,8877.30009317194,1M,photopic
0.1869,14258.6634068143,1M,photopic
0.2247,11483.1754304342,1M,photopic
0.1773,4223.97560088505,1M,photopic
0.1995,1717.15568008011,1M,photopic
0.1869,2633.40549476637,1M,photopic
0.1452,16930.7445967098,1M,photopic
0.1617,24622.5921877239,1M,photopic
0.1703,5633.28736478003,1M,photopic
0.1481,12672.9417440487,1M,photopic
0.2555,5112.46269920469,1M,photopic
0.2177,2175.65109261043,1M,photopic
0.2041,13753.2092436958,1M,photopic
0.1554,19271.8935474847,1M,photopic
0.1465,20326.6144183171,1M,photopic
0.1379,24405.7737818667,1M,photopic
0.1501,5010.54530980456,1M,photopic
0.2456,18057.1575751841,1M,photopic
0.1528,19557.4609628179,1M,photopic
0.1564,18966.2625979479,1M,photopic
0.2141,13966.6510260933,1M,photopic
0.1534,26101.7609313864,1M,photopic
0.1375,2682.40822305173,1M,photopic
0.1657,18565.4682667876,1M,photopic
0.1408,19397.7784829131,1M,photopic
0.1475,27791.3040136151,1M,photopic
0.1395,28657.2512419455,1M,photopic
0.1461,17012.546981072,1M,photopic
0.497431648715824,10479.1535601837,1M,photopic
0.2191,4477.45272969411,1M,photopic
0.1634,71674.4037963428,1M,photopic
0.2035,6495.94831915647,1M,photopic
0.1717,41461.084278774,1M,photopic
0.1481,27173.7811978222,1M,photopic
0.1422,20162.3840820277,1M,photopic
0.1607,19891.7249377515,1M,photopic
0.1428,10224.1129462653,1M,photopic
0.1399,6363.07957046931,1M,photopic
0.1955,8411.89983975517,1M,photopic
0.1723,13749.5820152773,1M,photopic
0.1793,21486.3618492245,1M,photopic
0.1674,12799.9438914821,1M,photopic
0.1514,21382.8547562385,1M,photopic
0.1491,31013.0042159579,1M,photopic
0.1554,9172.95525704602,1M,photopic
0.1518,6487.2821487167,1M,photopic
0.2031,11328.4497570903,1M,photopic
0.2151,30706.9714569904,1M,photopic
0.1614,12177.2812572715,1M,photopic
0.1408,8091.25024012656,1M,photopic
0.1949,11487.1970203163,1M,photopic
NA,2462.07616225103,1M,photopic
0.1478,15487.327464755,1M,photopic
0.1418,10610.4962565338,1M,photopic
0.1939,6577.61745619143,1M,photopic
0.1485,30215.2460316157,1M,photopic
0.1163,18614.3032571885,1M,photopic
0.1584,13920.5046780557,1M,photopic
0.1408,19758.7685309169,1M,photopic
0.2426,22554.7327115988,1M,photopic
0.1783,11050.5772174705,1M,photopic
0.497431648715824,23618.7401753126,1M,photopic
0.1992,8421.62257514712,1M,photopic
0.1422,10252.7947104217,1M,photopic
0.1587,10412.4064522424,1M,photopic
0.2227,9743.29860187199,1M,photopic
0.1412,22639.4879132801,1M,photopic
0.1488,12385.9190820275,1M,photopic
0.2104,14756.1600156237,1M,photopic
0.2022,9143.77369828701,1M,photopic
0.1438,21990.2110874927,1M,photopic
0.1468,21395.4190946695,1M,photopic
0.1899,5494.03214343023,1M,photopic
0.1448,14751.050567924,1M,photopic
0.1541,16560.0334984808,1M,photopic
0.1399,16188.3820636826,1M,photopic
0.1634,20833.9972694187,1M,photopic
0.1574,10911.5299160813,1M,photopic
0.1611,9335.72499493224,1M,photopic
0.173,14243.4710164238,1M,photopic
0.2094,7902.48878417278,1M,photopic
0.1604,12758.9168048033,1M,photopic
0.2416,12627.1940917251,1M,photopic
0.1455,15806.2219197729,1M,photopic
0.1302,7834.59332338578,1M,photopic
0.1412,16044.5275243083,1M,photopic
0.1809,11243.4697763203,1M,photopic
0.1345,29586.7772060705,1M,photopic
0.1435,41793.2023026224,1M,photopic
0.1524,21939.7161951453,1M,photopic
0.1286,15505.9334869128,1M,photopic
0.1375,19886.2545376675,1M,photopic
0.174,8011.52837010015,1M,photopic
0.1611,14023.2768868116,1M,photopic
0.1349,17502.5229990235,1M,photopic
0.1995,7881.30354739837,1M,photopic
0.178,1408.04257443766,1M,photopic
0.1349,15235.1343527577,1M,photopic
0.1369,10672.8391967786,1M,photopic
0.1435,11945.5746487924,1M,photopic
0.1534,15520.6580481577,1M,photopic
0.1432,12246.0534890738,1M,photopic
0.1959,7325.22140292644,1M,photopic
0.1445,11315.9837384874,1M,photopic
0.1498,13901.299023002,1M,photopic
0.1478,18377.2532174901,1M,photopic
0.1269,2542.7540098532,1M,photopic
0.1465,18426.6473771293,1M,photopic
0.1498,10433.2391454896,1M,photopic
0.1243,22737.9691003964,1M,photopic
0.1379,13943.6769201635,1M,photopic
0.1292,17779.0132995615,1M,photopic
0.1345,13007.5238752139,1M,photopic
0.1203,20322.4715148066,1M,photopic
0.1471,14266.8780790256,1M,photopic
0.1296,4945.90702134552,1M,photopic
0.1564,8887.84180103124,1M,photopic
0.1332,15547.6202357348,1M,photopic
0.1872,14115.1632876022,1M,photopic
0.1495,15403.8484928419,1M,photopic
0.1697,6149.14585505919,1M,photopic
0.1283,9132.16956267188,1M,photopic
0.1345,9529.18718723662,1M,photopic
0.1336,14660.9911917608,1M,photopic
0.1428,13969.454987117,1M,photopic
0.1478,12287.0597362425,1M,photopic
0.1478,16491.9393025103,1M,photopic
0.1425,20683.8443244169,1M,photopic
0.1541,18207.0920040047,1M,photopic
0.1568,11353.8485685643,1M,photopic
0.1428,18156.1382428822,1M,photopic
0.1577,10111.1298945687,1M,photopic
0.1776,9640.4081862433,1M,photopic
0.1485,15859.1856289192,1M,photopic
0.1505,41273.3030294625,1M,photopic
0.1239,11128.3716463783,1M,photopic
0.1935,12990.2330903334,1M,photopic
0.1803,8152.72659403856,1M,photopic
0.1727,7504.52275740853,1M,photopic
0.1518,7417.58062598454,1M,photopic
0.1836,6709.78236790074,1M,photopic
0.1942,7769.55309278319,1M,photopic
0.1511,10786.6572988662,1M,photopic
NA,1222.60845698058,1M,photopic
0.2293,5733.2034776818,1M,photopic
0.1872,5279.5429179274,1M,photopic
0.1614,13221.9586544373,1M,photopic
0.2668,6659.52740533132,1M,photopic
0.2167,5874.67134352221,1M,photopic
0.331400165700083,2051.09875680158,1M,photopic
0.1945,23489.7569882278,1M,photopic
0.1975,3781.30927985389,1M,photopic
0.2608,5650.95416496922,1M,photopic
0.1902,10339.6617145754,1M,photopic
0.1581,10365.0367506851,1M,photopic
0.1319,19601.9352837398,1M,photopic
0.1339,14728.3511449678,1M,photopic
0.1554,10377.9007613152,1M,photopic
0.1422,44071.368524792,1M,photopic
0.1349,16987.558995,1M,photopic
0.178,12346.3306541143,1M,photopic
0.1862,13637.6041233367,1M,photopic
0.1776,4600.396662764,1M,photopic
0.2244,7966.53334856656,1M,photopic
0.1906,4452.01914940146,1M,photopic
0.2399,26767.4998002847,1M,photopic
0.1342,20249.2973797857,1M,photopic
0.2363,33463.4544931502,1M,photopic
0.2509,20803.1506309958,1M,photopic
0.2575,9091.07033204015,1M,photopic
0.1551,41141.2164618925,1M,photopic
0.1518,44081.5774371846,1M,photopic
0.1577,3464.39202636721,1M,photopic
0.1561,21240.7374706856,1M,photopic
0.1707,12946.6247207263,1M,photopic
0.1455,38606.8059936368,1M,photopic
0.1495,5163.33754204687,1M,photopic
0.1263,30259.9528093495,1M,photopic
0.1319,24222.9746695757,1M,photopic
0.2804,43412.0809303585,1M,photopic
0.1942,20019.9056767052,1M,photopic
0.1597,6638.97066827153,1M,photopic
0.1614,17631.2966778424,1M,photopic
0.1611,18139.7272725198,1M,photopic
0.171,19329.7881594495,1M,photopic
0.1412,26374.0836479733,1M,photopic
0.1316,24957.6149961852,1M,photopic
0.1471,18287.3286683799,1M,photopic
0.1369,14557.0560831588,1M,photopic
0.1488,19004.9461816432,1M,photopic
0.1329,15479.4664529601,1M,photopic
0.1402,8054.3733227095,1M,photopic
0.1793,6175.4654812765,1M,photopic
0.1786,14777.386582119,1M,photopic
0.344656172328086,922.230400584594,1M,photopic
0.163,16149.8841695168,1M,photopic
NA,474.857445836246,1M,photopic
0.1604,6947.36649120417,1M,photopic
0.1594,9216.66636217261,1M,photopic
0.1833,8772.58245668991,1M,photopic
0.178,10275.926133382,1M,photopic
0.1577,17129.4414091586,1M,photopic
0.2983,3438.96732796739,1M,photopic
0.118,2774.97087100804,1M,photopic
0.1286,18016.1450816786,1M,photopic
0.1319,5968.24073434807,1M,photopic
0.1677,16345.5858565224,1M,photopic
0.1823,16960.8532490627,1M,photopic
0.1511,8447.13286716249,1M,photopic
0.1584,21580.0436830577,1M,photopic
0.1945,6543.79355679021,1M,photopic
0.1458,18632.1736566277,1M,photopic
0.1756,12231.993870844,1M,photopic
0.2585,12391.3347836345,1M,photopic
0.2111,14149.5579592367,1M,photopic
0.1574,4949.78599615557,1M,photopic
0.1551,1763.43626317365,1M,photopic
0.1965,21959.8573682582,1M,photopic
0.1743,1779.34674690437,1M,photopic
0.2081,18937.0248873549,1M,photopic
0.497431648715824,2570.62964329706,1M,photopic
0.1355,13138.9787550125,1M,photopic
0.1372,12096.7669972597,1M,photopic
0.1352,10434.9249004776,1M,photopic
0.1478,9854.15476510305,1M,photopic
0.1186,1393.16242718089,1M,photopic
0.1475,6949.35151907955,1M,photopic
0.1508,4273.96221685311,1M,photopic
0.1445,20741.7317036102,1M,photopic
0.1601,13860.740951409,1M,photopic
0.1508,6669.22044347172,1M,photopic
0.1587,12661.4007110923,1M,photopic
0.1518,12024.8404899415,1M,photopic
0.1498,8217.98125774206,1M,photopic
0.1276,10857.5757900412,1M,photopic
0.1604,8634.31365128085,1M,photopic
0.1647,12050.7586972341,1M,photopic
0.1703,9513.53902776077,1M,photopic
0.167,10070.6106638223,1M,photopic
0.168,11761.4404639599,1M,photopic
0.228,2800.76354684047,1M,photopic
0.1345,14715.0535293968,1M,photopic
0.2184,20074.9090009081,1M,photopic
0.2177,19107.9168585467,1M,photopic
0.1498,9129.88749572248,1M,photopic
0.2035,43072.6848976007,1M,photopic
0.1458,15568.1174396871,1M,photopic
0.1385,10594.8362279639,1M,photopic
0.1478,6683.14981484603,1M,photopic
0.1843,14948.5094606122,1M,photopic
0.2184,5706.97139047309,1M,photopic
0.1541,12362.5907087207,1M,photopic
0.1581,16159.5981011396,1M,photopic
0.1508,10362.0588160742,1M,photopic
0.1935,10266.9704014542,1M,photopic
0.1269,6351.37625985701,1M,photopic
0.1571,5510.96875967057,1M,photopic
0.164,10234.2846697473,1M,photopic
0.1853,12451.7777759895,1M,photopic
0.1372,6010.16411995021,1M,photopic
0.1862,11107.5085231413,1M,photopic
0.1372,6094.17456179417,1M,photopic
0.322783761391881,13499.2709124613,1M,photopic
0.1972,6527.24736388153,1M,photopic
0.221,16170.8552117486,1M,photopic
0.1753,1861.99500673603,1M,photopic
0.1607,11692.3171705473,1M,photopic
0.286,3060.05081124442,1M,photopic
0.1511,20976.020591399,1M,photopic
0.2204,6726.03247644451,1M,photopic
0.1196,5883.33028097248,1M,photopic
0.2058,19811.0087092532,1M,photopic
0.1445,1467.95409788368,1M,photopic
0.1239,45704.1133376226,1M,photopic
0.1577,5536.7164440994,1M,photopic
0.1601,14908.0216619304,1M,photopic
0.1906,3569.6698700042,1M,photopic
0.1508,20012.0683479298,1M,photopic
0.1405,15932.5318049104,1M,photopic
0.172,18465.0081601251,1M,photopic
0.1892,3577.07421503416,1M,photopic
0.1564,4835.22306297222,1M,photopic
0.1969,11022.7357643918,1M,photopic
0.2075,10769.9323238144,1M,photopic
0.1054,24766.6189928754,1M,photopic
0.1471,2141.42989052999,1M,photopic
0.1541,18734.1001627294,1M,photopic
0.1988,17141.1713573727,1M,photopic
0.2187,11265.4254880026,1M,photopic
0.1713,21685.6423941488,1M,photopic
0.1969,7668.81825441695,1M,photopic
0.15310000000000001,8406.66097846575,1M,photopic
0.1614,5797.69964146349,1M,photopic
0.1568,8854.79896928546,1M,photopic
0.1654,16708.3708832507,1M,photopic
0.1806,13158.3139618992,1M,photopic
0.1571,13044.3853970494,1M,photopic
0.2459,7136.00060902375,1M,photopic
0.1468,7174.3885321563,1M,photopic
0.1624,8697.11235271052,1M,photopic
0.2505,17939.1999388479,1M,photopic
0.1955,10160.8975387034,1M,photopic
0.1544,15753.7365183438,1M,photopic
0.1872,7539.66251862704,1M,photopic
0.1746,8753.84492758947,1M,photopic
0.1577,7429.42029011469,1M,photopic
0.15310000000000001,10931.6033378009,1M,photopic
0.235,13367.5122954385,1M,photopic
0.1458,2467.02834800645,1M,photopic
0.1687,9624.50632876212,1M,photopic
0.1992,10601.8993076112,1M,photopic
0.1514,19983.8594611298,1M,photopic
0.1564,4127.83197591715,1M,photopic
0.2409,17094.5836633717,1M,photopic
0.1624,9125.62322043591,1M,photopic
0.1577,16008.1819877256,1M,photopic
0.1624,14224.1655659171,1M,photopic
0.1803,3705.96943783551,1M,photopic
0.2611,30519.5836232575,1M,photopic
0.1345,1366.04848642966,1M,photopic
0.1259,17109.9026193282,1M,photopic
0.1541,9259.73604211932,1M,photopic
0.1856,7849.07966102772,1M,photopic
0.1909,9972.07617274047,1M,photopic
0.2025,19523.4368213425,1M,photopic
0.1365,22900.3841138353,1M,photopic
0.497431648715824,5243.63093342356,1M,photopic
0.1809,10172.9994319986,1M,photopic
0.301242750621375,10678.8894242507,1M,photopic
0.1657,1172.06509068612,1M,photopic
0.177,10991.4070488858,1M,photopic
0.1574,10064.1879846369,1M,photopic
0.1707,8732.81615485661,1M,photopic
0.1498,20940.9773688771,1M,photopic
0.1872,2874.03808182975,1M,photopic
0.237,11088.5320407976,1M,photopic
0.1551,10353.2724279845,1M,photopic
0.168,11539.452657312,1M,photopic
0.1385,5294.22742298552,1M,photopic
0.1607,8893.15489323021,1M,photopic
0.1786,11966.8932821781,1M,photopic
0.2101,13859.9431568962,1M,photopic
NA,1843.30818663587,1M,photopic
0.1617,15663.0924374865,1M,photopic
0.1657,10635.7437888174,1M,photopic
0.1909,12581.8867996602,1M,photopic
0.1945,17646.4667265449,1M,photopic
0.1654,22085.9898148178,1M,photopic
0.1677,15272.7897541741,1M,photopic
0.2118,7547.51537130987,1M,photopic
0.1256,24076.9090528826,1M,photopic
0.1329,7601.74677810234,1M,photopic
0.1813,9672.84910605577,1M,photopic
0.1213,26028.0695406833,1M,photopic
0.1935,20670.7879373966,1M,photopic
0.1637,12312.2570839394,1M,photopic
0.1604,18596.0491560333,1M,photopic
0.2313,18094.7160021713,1M,photopic
0.1657,39731.9361242193,1M,photopic
0.1915,11513.8585326969,1M,photopic
0.1826,9115.94446463402,1M,photopic
0.1866,11069.6513407734,1M,photopic
0.2091,14623.2693920684,1M,photopic
0.167,9346.53051646332,1M,photopic
0.1339,10800.2786661325,1M,photopic
0.1577,1272.91843983611,1M,photopic
0.1458,23121.83077363,1M,photopic
0.1558,11601.0636171086,1M,photopic
0.1558,11726.3334067453,1M,photopic
0.1319,7077.9486043725,1M,photopic
0.2744,6210.85719834875,1M,photopic
0.1959,5681.00322571933,1M,photopic
0.1607,6233.35717781548,1M,photopic
0.1617,21430.3750709007,1M,photopic
0.1664,12276.7050658665,1M,photopic
0.2214,6601.47774119095,1M,photopic
0.173,5382.30697825617,1M,photopic
0.1644,7708.03196163453,1M,photopic
0.1786,10277.3508689444,1M,photopic
NA,1362.82819634978,1M,photopic
0.2399,31015.2273108049,1M,photopic
0.1829,5058.11843941682,1M,photopic
0.2005,3146.72689729205,1M,photopic
0.1505,17769.1597350037,1M,photopic
0.1375,11269.3416127895,1M,photopic
0.1644,23112.7063713361,1M,photopic
0.1365,4649.10203673848,1M,photopic
0.2436,26486.4054597558,1M,photopic
0.1684,7036.37743577579,1M,photopic
0.1167,11745.2615948321,1M,photopic
0.1236,3934.52119825361,1M,photopic
0.1299,7889.38170407343,1M,photopic
0.1266,5433.26197093615,1M,photopic
0.1326,6576.83148589303,1M,photopic
0.1521,14121.2373479277,1M,photopic
0.1458,22022.4981211674,1M,photopic
0.1614,21810.188051422,1M,photopic
0.2177,16782.9330453989,1M,photopic
0.1057,11689.6248544342,1M,photopic
0.1385,14440.7151387895,1M,photopic
0.1475,17690.5040849629,1M,photopic
0.22,4344.39203245802,1M,photopic
0.2174,2767.51266039115,1M,photopic
0.221,4209.35138576373,1M,photopic
0.1919,11968.184196276,1M,photopic
0.1872,17840.8398889727,1M,photopic
NA,6034.86042514742,1M,photopic
0.2114,6354.63951634545,1M,photopic
0.1892,3542.51330963121,1M,photopic
0.1505,5434.59531378512,1M,photopic
0.1753,14538.5360361915,1M,photopic
NA,5469.54640521502,1M,photopic
0.1382,19324.0322541378,1M,photopic
0.1229,19148.7018751881,1M,photopic
0.1813,9352.19241865795,1M,photopic
0.1657,13678.9733319938,1M,photopic
0.1521,25288.9034724329,1M,photopic
0.2051,15403.0351286409,1M,photopic
0.2071,25225.4292439068,1M,photopic
0.1508,12184.1866146252,1M,photopic
0.2343,27385.8653592287,1M,photopic
0.1912,9548.10322963069,1M,photopic
0.1425,23107.1205651852,1M,photopic
0.1561,16488.7932774643,1M,photopic
0.1495,14704.2638445395,1M,photopic
0.1442,20200.4610875885,1M,photopic
0.1276,3555.89133694884,1M,photopic
0.2164,17045.9103090879,1M,photopic
0.1534,3366.07901929546,1M,photopic
0.1405,3178.49270982351,1M,photopic
0.1322,10415.0113255281,1M,photopic
0.2207,3634.97907746623,1M,photopic
0.164,10854.2442970504,1M,photopic
0.1896,12954.9813584864,1M,photopic
0.2038,16684.9454494325,1M,photopic
0.1783,7717.70243959603,1M,photopic
0.1445,21998.032052414,1M,photopic
0.1528,13458.698240188,1M,photopic
0.1634,13122.5061710157,1M,photopic
0.1604,14631.4098119004,1M,photopic
0.178,7660.13589178817,1M,photopic
0.1766,1712.28485593661,1M,photopic
0.1475,15596.2124375123,1M,photopic
0.1833,14168.9290182024,1M,photopic
0.1826,7223.42871534393,1M,photopic
0.1342,7786.60246054221,1M,photopic
0.2091,14518.0859857939,1M,photopic
0.2207,20107.1639074062,1M,photopic
0.1561,14856.1427120904,1M,photopic
0.1548,11644.342566314,1M,photopic
0.2399,9691.98659659478,1M,photopic
0.2237,5308.035219555,1M,photopic
0.1306,25306.9994871697,1M,photopic
0.1495,10998.2703710472,1M,photopic
0.1574,11548.4041367897,1M,photopic
0.15310000000000001,12044.7090130049,1M,photopic
0.2307,18121.8321405915,1M,photopic
0.356917978458989,4931.28639343289,1M,photopic
0.1491,19610.4891517189,1M,photopic
0.2068,5682.14377311129,1M,photopic
0.1455,17535.0019503095,1M,photopic
0.2247,2743.05218859845,1M,photopic
0.2406,22533.8766478925,1M,photopic
0.2366,1436.6628982576,1M,photopic
0.1501,16856.9416464749,1M,photopic
0.1564,14973.0193236479,1M,photopic
0.2542,10909.2715037395,1M,photopic
0.2363,4855.3948551695,1M,photopic
0.1836,10082.9106476341,1M,photopic
0.2028,11155.0206995361,1M,photopic
0.1664,7913.04622988358,1M,photopic
0.1283,8131.06131580602,1M,photopic
0.332725766362883,6020.01184654957,1M,photopic
0.1538,10452.0085692859,1M,photopic
0.1475,9963.00779635635,1M,photopic
0.1862,13259.8711368372,1M,photopic
0.1978,21706.8295924246,1M,photopic
0.1627,8008.08277370989,1M,photopic
